Post.id,Post.genre_id,Post.title,Post.pagename,Post.menu,Post.content,Post.public,Post.public Keyword.id,Keyword.keyword,Keyword.url,Keyword.visible,Arbitrary.keyword,
,12,もう少し連携が必要なのかも知れません,,poster,現在私が勤めている事業所では大きくわけて三つの仕事が動いています。まず一つは私が毎日行っている入札案件検索です。検索といっても事業所で出来そうな仕事に関しては私が仕様書を読み見積もりをたて本社に決済をもらって事前書類を用意提出し入札しに行く事になります。そこで入札出来た案件のうち人材派遣等は事務の人と所長にまかせる事になりますしスキャニングデータ入力等は私が人員も手配し管理者となって自ら業務を遂行する形となります。そしてもうひとつは既に長期契約になっている訪問の仕事です。この三つが今の事業所のメインの仕事になっています。ここで私が少し心配なのがこれら三つの連携が全くといっていい程とれていないという事です。大量の人材派遣が必要な案件で応募の電話を取って引き継ぐ事くらいはしますがそれ以外の情報は同じ事業所内でも降りてきません。仕事内容を理解していないのです。訪問の仕事に関しては私はほとんど携わってませんし正直何をしているのかよくわかっていません。全部の仕事をやれというわけではありませんが情報くらいは各々共用すべきではないかと考えています。近々行動に移したいと思っていますが。,1,,のぼりの印刷,http://www.seriart.co.jp/,1,0,
,12,広告代理店の仕事内容,,money,近年の少子化と日本国内の広告需要が満たされつつある事から一般的な広告を必要としない状態へとなっています。つまり広告代理店にとって既に広告サービスを行っている取引先から新しい広告を掲載するという難しい業務を行う必要性が出てきているのです。広告代理店の新規顧客を獲得する一般的なやり方はテレアポです。広告を必要としている企業に電話をかけ広告を掲載しませんかという形でコンタクトを取る。日本国内の需要が満たされている現在広告を出したいと思える取引先は100件電話して1件取れれば良い方になっています。そしてアポの許可が下りそして実際どんなサービスなのか見せ契約を取る流れになるのですがこれは20件に1回あれば良い方と業界の見解になっていますので2000件テレアポして1件契約取れれば良いという重労働になるとされています。故に需要が満たされつつある業界においては既存のお客様が従来のサービスより良いと思えるものを提示しなければ新しい契約を獲得することは多大な労力を費やす可能性があります。故にもし需要が満たされつつも新しい商品を開発しているという形であればまだ働く事が可能かもしれませんがそうでないならかなりの体力が必要とされるでしょう。,1,,のぼり印刷はお任せください,http://www.seriart.co.jp/,1,0,
,12,上司と部下それぞれの立場について,,biz,1度でも上司を経験した人ならばわかることですが上司になったらなったで部下との付き合い方について真剣に考えなければならずそのことに頭を悩ませてしまいます。一般的には上司のほうが年上で部下が年下である場合が多いわけですがそうなると上司だ部下だという前にジェネレーションギャップを感じてしまいます。上司の世代と部下の世代で仕事に対する考え方が大きく異なっているとどちらも自分達の世代では常識であることがぶつかりあってしまい分かり合えないケースがあります。上司は部下に対して偉そうにしているというのはイメージだけであり実際には上司は上司で部下との付き合いを気にしておりどうしたら部下が仕事に対してやる気を出してくれるのか？仕事のやり方を理解してくれるのか？言いたいことをわかってくれるのか？などを日々考えているのです。ですから上司というだけで毛嫌いをするのではなく上司が何を考えているのかを少しでもわかろうとすることが部下の務めだと私は思います。上司や部下という立場を抜きにしても人間同士が分かり合うのはとても難しいですがそうした複雑な関係の上に仕事は成り立っているのだと私は思っています。,1,,のぼり印刷のセリアート,http://www.seriart.co.jp/,1,0,
,12,就職サイトにおけるメールと応募記事の作成の仕事,,,新卒サイトや転職サイトなどを利用している人だと知っていると思いますが自分のマイページを持っていると企業からの直接のオファーや人材紹介からの勧誘のメールが入ってきます。登録してまだ数時間しかたっていないのにもうメールが入っているとオファーの来るのが早いと感じられた方もいると思います。しかしあれは自動的に送ることが可能なのです。あなたはこのサイトに登録する際有名大学の出身IT出身そしてこの業界を希望しているなど記入したいと思います。コンピューターはこれを元に条件に合うオファーを分別しその人にメールを送る形になっています。その証拠に年齢や応募条件があっていないのに貴殿の経験からご紹介出来ると思いという文面があるのは自動的に送られているからだと去れています。このメールを作成しているのはサイトの運営者だけでなく人材紹介広告代理店も依頼があれば作成できます。故に本当に真剣に転職希望者の気持ちに配慮しているかと言われると疑問に感じるシステムになっていますが経営側も今の少子化に伴い数があればなんぼみたいな方法でないと生き残れない裏事情があります。求人広告においてもあの内容は実際人材を欲している企業が載っている掲示板サービスがありその内容を元に貼り付けて応募を作成ている可能性もあります。募集背景が事業拡大によりという内容で統一されているのも選択して選んでいるシステムだからだとされており人材紹介における仕事においてはシステム的な仕事を行う可能性があります。,1,,のぼりの製作印刷なら,http://www.seriart.co.jp/,0,0,
,12,オフィスにある観葉植物について,,,企業のオフィスを見てみると観葉植物が多く置かれているところがある。観葉植物はその名でみればオフィス内にある植物の観賞を楽しむものに感じるが他の部分では別の用途で使用されていることもある。それは本物の植物を置く事で日頃から正しく植物の世話をしているかを見せる為にも使われている。植物というのは日頃から水をやりまた世話をしないといけない為管理が大変な物でもある。その為観葉植物をそのまま観賞用として扱っていれば水の量が少なく枯れかけていたり盥の中に水がたまり過ぎて過剰に与えているなど一目でわかるようになってしまう。この観賞用植物の管理がきちんと出来ているかそれを見ている人もおり適切な管理をしていればそれは信頼が出来る企業として見てくれるパターンもありビジネスや取引がうまくいく可能性を上げるとされている。故に観賞用植物をオフィスビルで活用する場合この植物は1日にどのくらいの水が必要とされるのか量によっては毎日ではなく2日おきに水やりを行うべきかそして連休に入った場合前もって過剰に水を与えても大丈夫なのかその点の知識を身に着ける必要がある。新入社員に水撒きの習慣を義務付け日頃の行いを見る一つの物差しとしても使えるかもしれない。,1,,のぼりの印刷,http://www.seriart.co.jp/,1,0,
,32,オフィス用品発注担当のささやかな喜び。,nobori,,オフィス用品ってどのように購入されていますか？オフィス用品の注文って会社によってさまざまですよね。一括で購入しているところもあれば部署ごとに購入しているところもありますし。また購入も担当の方にお願いすれば買ってくれるところもあればちゃんと上長などに許可申請を出したあとに購入担当の方にお願いする。っていうところもありますよね。購入先はやはりアスクルが多いのでしょうか。アスクルのカタログって見るハマリますよね。自宅で必要ではないけれども自宅からも注文してしまいたくなっちゃいます。でもよくよく考えるとそんなに安くはないかったりもするのですが。アスクルだと品物を買うごとに「スイーツポイント」というものがたまっていくのも嬉しいですよね。スイーツポインがたまるとこっそり品物と引き換えてしまっています。みんなそんなポイントがたまるってことは知らないしこれくらいならばいいかなぁ~許されるかなぁ。と自己解決して勝手に使ってしまっています。事務標用品も交換できるようですがやはりここはスイーツと交換するのが妥当ですよね。今まで食べたことりないお菓子を注文するむことが多いです。担当者だけが知っているささやかな喜びですよね。,1,,のぼり印刷はお任せください,http://www.seriart.co.jp/,1,0,
,32,上司は選べないので上司にあった部下になることも能力の一つ,inastu,,仕事と一言に行ってしまってもやることはいろいろあります。その職種によって全く別のことをやることもあります。同じ仕事同じ案件を扱っているのにベストな答えは上司によってびみょーに違うこともあります。本質的に同じなのですが見せ方やまとめから重要とする数値が違ったりします。そういうことは上司が変わるたびにあります。仕事は会社としてやるものなので最終的には自分の満足度よりも上司の評価が大切になってきます。そのためにはどうすれば上司が納得するのかを考えなければいけません。つまり自分を上司色に染めるということです。もちろん言いなりなれというわけではなくあくまで仕事を円滑に行うための一つの技術というわけです。同じ労力なら効率の良い使い方をしたほうがお互いに得です。内容的に十分なものが仕上がっているのにそのまとめ方が悪いと上司に突き返されてもう一度やるとなると余計な時間がかかってしまいましストレスも溜まってしまいます。それならばあらかじめ上司の好みを把握しておきそれに添って仕事を行えばいいのです。見せ方をちょっと工夫することで仕事は思った以上にスムーズに進むことがあります。もし上司とうまくいっていない合わないと悩んでいるのならこの考え方をちょっと実践してみてはいかかでしょうか。,1,,のぼり印刷のセリアート,http://www.seriart.co.jp/,1,0,
,32,女性の仕事に対する考え方について,,office,安倍内閣が「女性の社会進出」を積極的な政策として打ち出していますからこれから女性の社会進出は今よりさらにしやすくなると思います。女性活躍担当大臣なる大臣も設置され女性が仕事をするのはもはや当たり前と言っても過言ではありません。しかし実際の現場で男性の私が女性を見ていると仕事に対する考え方が随分違うと戸惑うことがあります。まず女性はたとえ相手が上司であっても自分の意見や感情を都合が良いように押し通す傾向があります。すべての女性がそうではありませんがかなり自分ありきで考えているようなところがありヒヤヒヤしながら上司とのやり取りを見守ることがあります。そして仕事中のおしゃべりをやめられない女性が多いのも特徴的です。暇さえあれば隙をついてしゃべろとする人が多くそれは休み時間にやって欲しいと言葉を失ってしまいます。主に主婦がパートやアルバイトで働いているとそうなってしまう女性が多く見られ仕事に対する理解が足りないのではないか？と僭越ながら思うことがあります。ですから女性が仕事をすることに対して反対をするわけではありませんが仕事をするならばきちんと仕事のルールを守って欲しいと私は思っています。,1,,のぼりの製作印刷なら,http://www.seriart.co.jp/,1,0,
,32,仕事とはいえオフィス用品を見るのは楽しい,,,以前の職場では私が文房具などの消耗品を発注する係でした。とは言え大本の発注は総務部がおこなうのですが「うちの部署ではどれとどれが要る」といったような総務に伝える発注書は各部署でつくっていたのです。そしてその担当が私だったのですが結構時間を忘れるぐらいにオフィス用品の発注は楽しかったですね。インターネットでも手軽に簡単にオフィス用品を発注できるとは言えしかしながら分厚いオフィス用品のカタログを見ているのも楽しいのです。必要なオフィス用品を必要な分だけ手間なくピピピッと発注できることも確かに便利ではあるのですが若干の遠回り無駄な時間であっても分厚いオフィス用品カタログをペラペラめくりながらときどきは寄り道をしながら選ぶのはなんとも楽しい作業ですね。「おお今はオフィス用品カタログにジュースまで入っているのか！」ですとか「オフィス用品のデスクの種類も今では種類展開豊富だなー」ですとか明らかにうちの部署の発注品とは関係のないページを見ているのも楽しかったですね。そして今のオフィス用品会社はどこもものすごく速いスピードで発注したオフィス用品を届けてくれますね。「忍者か！」というぐらいに。夕方にファックスを送って翌朝に持ってくるとは忍者ですよ。,1,,のぼりの印刷,http://www.seriart.co.jp/,1,0,
,32,仕事に関する本音と建前について,,,仕事ではいろいろ本音と建前を使い分けていかなければなりませんがあまりにも建前の部分ばかりになってしまうと精神的にかなり追い詰められてしまいますので注意が必要です。特に接客業ではお客さんの手前良い顔をしなければなりませんのでそれがストレスになってしまうことがあります。お客さんに奉仕したりサービスしたりすることが少しでも自分の生きがいや仕事のやりがいになるならばまだ良いのですがそうでない場合は本音とのギャップに苦しんでしまいそれがイライラにつながってしまうことも少なくありません。ですから仕事でストレスが溜まったりしたときにはどこかで本音を存分に発散できる場所を設けておかないといつの間にか苦しくなってしまいますのでそうした配慮は仕事をするときにしっかりと考えておかなければならないのです。仕事では誰もが本音の部分を押し殺して会社の指示に従いながら仕事をしていることが多いわけですがいかにしてその押し殺した部分を上手く消失させられるかが仕事を長く続けていくためのポイントです。そうした仕事に関する本音と建前の使い分けが上手いと仕事をずっとやり続けていくことが可能になっていきます。,1,,のぼり印刷はお任せください,http://www.seriart.co.jp/,1,0,
,1,採用活動における人事の仕事について,,datsumou,人事の仕事の一つに採用活動という物がある。現在は日本の少子高齢化に伴い若い人の人数が減り多くの企業が学生を確保しようと様々な戦略を打っています。通常人事部の採用活動の仕事は新卒サイトへの登録応募者の対応そして面接などの準備に分かる。新卒サイトへの登録は採用の有無問わず掲載期間によって費用が出る為1回の掲載に20万である為それなりの経費を覚悟しないといけません。また応募者の対応についてはサイトに登録された人数によって会場を決めまた説明会の内容を決めないといけません。事業内容社員の日頃の感想そして懇談会を設けるならその時間に都合が取れる社員を確保しないといけません。その次に行うのはエントリーシートなどの対応だ。大手になると1万以上のエントリーシートになる為一人につき5分と考えても833時間の時間が必要である為8時間勤務の人が数十人いて1か月で全てのESを見通すとなると何かしらの工夫が必要になります。最後に面接における対応だがここでは就活サイトや電話で各学生に対し採用結果などを伝える事をする形になる。また雑務としては個人情報を取り扱っている仕事なのでその点の守秘義務に対する契約を行わないいけない為繁忙期においては非常に重労働になる仕事と言える。,1,,フワラーアレンジメントを東京で,http://www.airy-flower.com/,1,0,
,1,オフィスの室温調節,,shibou,オフィスの室温調節ってもめ事やイザコザの原因になることってありませんか？大きなフロアにズラーっとデスクとパソコンが並んで部屋の端にはコピー機とプリンタというようなオフィスも多いですよね。私のオフィスもそのような感じで天井から備え付けのエアコンが風を吹き出して室温調節をしています。ただとにかくこの部屋の室温が私には合わないのです。夏の冷房は体を芯まで冷やし冬の暖房は頬を赤く火照らせます。周りの席の人に聞いてもそこまでの室温のミスマッチを感じている人はいないようでした。空調の吹き出し口の角度が悪いのかもと誰もいないオフィスで脚立に上がり調節もしてみました。しかしそれでもあまり変わらないのです。どうやら個人的に寒がり暑がりのようです。ただもうひとりいたのです。室温調整があっていない人が。その人は長いデスクの列の一番端に座っておりすぐ近くにコピー機等の電化製品があるため暑さを感じやすいようでした。ふたりで「暑いね（その人の場合は夏も暑い）。」と言い合っていました。オフィスの室温設定をひとりの体感温度だけで変えることがためらわれたため夏はフリース素材のひざ掛けをかけ冬はオフィスでは薄着をして耐えていました。,1,,フワラーアレンジのスクール,http://www.airy-flower.com/,1,0,
,1,新しい仕事にはなるべく挑戦する,,supli,仕事では新しいことを覚えるのに臆していてはいけません。誰もが経験のあることかもしれませんが新しいことをせずに毎日同じ仕事をしていたほうが単調かもしれませんが楽です。仕事が慣れ親しんでくれば余計に新しい仕事を覚えるのはとても面倒だと思えてくるはずです。しかし新しいことを覚えていかなければその仕事場で成長することができなくなってしまいます。たとえばパソコンが不得意だったらそれを何とかして覚える逆にパソコンの仕事ばかりをしているならば手作業でする物作りの仕事を覚えてみるなど確かに自分の適性に合った仕事をしていくことも大切ではありますが会社の指示によってあまり適性とは合わないような仕事を与えられることもときにはあります。そんなときはただ単に合わないからやりたくないと落ち込むのではなくそれでもやってみようと前向きに取り組むことが仕事で自分を成長させていく秘訣です。ですから新しい仕事をする機会があればそれにはドンドン積極的にチャレンジしていき自分を少しでも良いので成長させようと努力することが仕事をする意味になります。ですので私も新しい仕事になるべく挑戦していきたいです。,1,,趣味のフワラーアレンジメント,http://www.airy-flower.com/,0,0,
,20,わたしの上司,,,わたしは３０代前半の男性です。仕事はシステムエンジニアしています。仕事がら自分の会社で仕事をするのではなくお客さんの会社でシステム設計プログラミングの製造を行います。今の現場（お客さんの会社にあたります。）はとても居心地がよくまずは切手や文房具（消しゴムやシャーペンの芯など）のオフィス用品は協力会社のわたし達でも使い放題です。（申請が必要ですが基本的には使い放題です。）また自動販売機があり飲み物は飲み放題です。種類も多くコーヒーやコーラーお茶やミネラルウォーターなどがそろっています。その現場にはわたしと上司と後輩の３名でプロジェクトに参画しているのですがわたし達が参画した頃にはプロジェクトは大炎上していて毎日残業（終電まで）を行い土曜日日曜日は休日出勤を行いました。わたしはある程度慣れていたのですが後輩はあまり身体が強くない為体調を壊し入院してしましました。上司は責任を感じてお客さんと話をつけてくれて残業はどんなに遅くても２０時まで休日出勤は行わないと約束させました。普段はのんびりしていて一見頼りない上司ですが部下の為に一生懸命お客さんとやりあってくれたのは感動しました。ずっとこの人の下で働きたいと思っています。,1,,東京フワラーアレンジメントはこちら,http://www.airy-flower.com/,1,0,
,20,仕事とストレスについて思うこと,,,自分のしている仕事が自分に対してどれだけ合っているのかどうかということはその仕事をすることによってどれだけ自分がストレスを受けているのか？で判断することができます。仕事というのは向いていなければいないほど大きなストレスを受けるものでそういう仕事は自分の意志とはあまり関係なく続けていくのが難しいです。たまに最初はストレスが大きかったけど続けていく内に慣れてストレスを感じなくなったということもありますがそちらのほうが稀な例だと私は思います。そして仕事でどのくらいストレスを感じるかは実際に働いてみないとわからないことです。ですからいくら求人内容が良く職場の見学では働けそうだと感じた仕事でも実際に仕事をしてみたら思うように仕事が続けられなかったという例はそれこそたくさんあります。ですから仕事とストレスはとても密接な関係があるのです。そもそも仕事をストレスに感じていればいるほど長い時間の仕事ができませんから稼ぎ辛くなりますしあまり良いことはありません。ですので仕事のストレスが大きいと感じたらその仕事には未練を持たずに見切りをつけ転職を考えてしまったほうが良いと私は思っています。,1,,フワラーアレンジメントを東京で,http://www.airy-flower.com/,1,0,
