Post.id,Post.blog_id,Post.title,Post.pagename,Post.menu,Post.content,Post.public,Keyword.id,Keyword.keyword,Keyword.url,Keyword.visible,Arbitrary.keyword,,
,103,長い長いローン…,,,偽の税理士は何事か訳の分からぬことをわめくと、煙幕を投げ逃げて行った…。詐欺税理士によって大きな被害があったわけではないが、奴は今もどこかで善良な市民をだましているのだと想像すると胸が痛い。普通の税理士の三倍は仕事をするという新宿の税理士がうちの会社にいる。頭にツノがついていて、ピンク色っぽいスーツを着ている。その税理士はそれを三倍スーツと呼んでいて、それを着用すると三倍のスピードで動けるらしい。言うとおり、税理士は記帳代行でも税務調査の立ち会い時でも縦横無尽の大活躍！噂の税理士は本当でしたよ。本物のお金持ちは車なんて乗らないんですね。神戸で一番の税理士と謳われる大物税理士さんに仕事を依頼しました。すると、約束の日には馬に乗って登場。実に颯爽としている税理士さんで、専門的な部分は分からなかったが、てきぱきと仕事を片付けさっさと帰って行った。ああいう男になってみたいものですね。,1,,税理士の紹介はここで,http://www.zeirisi-viscas.com/,1,0,,
,152,もうリタイア,,,貴族である私は一生働かなくてもいい身分でしたが、横浜の税理士が言うには、相続税で相当な額を取られるとか。はっきり言って困りますね。相続の金をあてにして生きている人が今まで通りの生活を維持できなくなるなんて考えられないですよ。どうせ国が税金として徴収してもロクなことに使わないのに…。それだったら貴族である私の方が地元にお金も落とすし、絶対うまい金の使い方ができるはず。人付き合いが心底嫌な私はポスティングの仕事で飯を食っています。アパートは家賃二万で、基本少食なので食費もかかりません。だからポスティングで毎月10万円も稼いだらそれで十分なんですね。できるものですよ、10万で都内暮らしってのは。暇な時間は将棋をやったり、絵を描いたりで、こんなポスティングみたいな副業だけでも暮らしていけちゃうなんて本当に幸せ者だ。,1,,優良な税理士はこちら,http://www.zeirisi-viscas.com/,1,0,,
,151,家を建てる順番,,,近所に頭のアレなおばさんが住んでいましたが、噂を聞けば大金持ちのご息女だったとか。でも、その家の主人が死んでからは兄弟や親せきと遺産相続で揉めたんですね。他人が全く信用できなくなってしまい、常に玄関先で通行人を見張っているんです。すごいのは真冬雪が降っているときも台風で雨が叩きつける時も雨がっぱを着て玄関先に座っている。税理士もこういう金持ちを相手にするのはつらいでしょうな。ずっと工場で同じ動作を続けていると悟りが開けました。一種の宗教団体なのですが、神戸の税理士事務所で仕事している友人に相談すると、団体を立ち上げてみろとのこと。宗教は普通の会社とは違って税金のかかり方も違うし、教祖がとんでもない贅沢な暮らしをしているのはそのためだとか。僕はもうお金とか興味ないけれど、ここはひとつチャレンジしてみるのもいいかな？マニアックな助成金ですら知り尽くしている仙台の税理士は地元では凄腕の男として知られている。節税のテツと呼ばれたこの税理士は、会社を新しく立ち上げるところから、その後の安定成長までサポートしてくれる。いま私の会社は設立して６年目だが、ここまで危機らしい危機もなくやってこれたのはひとえに税理士先生のおかげですよ。設立１０周年を目標とし、社員とともに２０人２１脚で駆け抜けていきます。社長とは最近意見対立することが増えてきたし、ケンカするのも嫌だから独立して会社設立した方がいいかも。もともとは自分と社長の二人で起業した会社だが、以前いたところでも経営者との不仲が原因で別れた。自分の性格からして、誰かに命令されるばかりでは面白くないんですよ。やりたいことは自分で選択し、かつ責任を取る方がシンプルでいい。しかし、その前に税理士を探しておきたいかな？,1,,税理士の紹介はここで,http://www.zeirisi-viscas.com/,1,0,,
,139,節税して余裕を作りたい,,,経営コンサルティングとか、何ちゃらマネージメントってよく耳にしますけど。聞いただけで頭良さそうとかカッコイイと思える仕事っていうとやっぱり横文字だよね。肩書きのために仕事してもいいってくらいに憧れますな。ビッグででっかく事業をやってみたいと常日頃から想像しているんだが、チマチマしたこと大嫌い。かっこ悪い帳簿管理なんて誰かに任せるかどんぶり勘定でいいんですわ。ドンドコ業績を上げていれば何の問題もないんだし。どうしても不安に思えてきたら税理士事務所に泣きついてしまうのも手段の一つ。若くして会社設立してから途中までは順調だったはずが、売り上げが落ちるとともにどんどん悪化して潰れた話はよくある。何がいけなかったかというと帳簿も債務管理も全て放置して営業ばかりやっていたからだとか。少なくとも自分には会社を経営していくセンスがないということで、ずっと死ぬまでフリーターしかない。残念だが常に何かに縛られる不自由人という点では、社長も無職も大差のない連中だとユダヤ人が言っていた。そんな素敵な価値観があれば人生楽しいだろうにね。,1,,優良な税理士はこちら,http://www.zeirisi-viscas.com/,1,0,,
,188,高卒でもやれます,,,経営者の中には商業の学校を卒業して簿記の知識がある人は多い。それでも会社が大きくなってきたら会計知識があったとしても複式簿記など面倒くさくてやっていられないはず。うっかり記帳にミスがあれば追徴課税なんてケースもあり得ますし、神戸の税理士に経理業務を一任してみませんか？契約内容にもよりますが、顧問料もそれほどかからないし、節税と追徴課税のリスク回避も可能。税理士さんにも得意としている税金の分野があるとは…。そういえば実家で不動産相続の相談をしたとき、やはり話がまとまらずに税理士に相談したことがあります。その税理士さんを気に入って会社の法人税もやってもらおうとしましたが、別の知り合い税理士を紹介されました。あれってたぶん相続専門の税理士さんが、法人税に強い税理士を紹介したってことなんでしょうね。,1,,税理士の紹介はここで,http://www.zeirisi-viscas.com/,1,0,,
,189,お金の流れ,,,経済においてお金の流れというものは血液の流れに例えられたりします。まさにその通りだと思うし、うちの会社も不動産担保融資で大きなお金を借り入れないと何もできませんし。銀行も沢山お金を借りて返済して…を繰り返さないとお金を貸してくれる額も少なくなる。だからどんどん借りて返して、の借金体質になってしまうんでしょうか？美味しいラーメン屋が駅の近くにあったのですが、半年もしないでつぶれてしまった。スープの研究にお金をかけすぎたのが原因らしくて、不動産担保ローンで融資してもらっていたから実家も手放したとラーメン仲間から聞いた。その真偽はどうでもいいが、ラーメン屋っておいしいラーメン作るだけでなく資金調達や経費計算もしなきゃいけないから忙しいね。,1,,優良な税理士はこちら,http://www.zeirisi-viscas.com/,1,0,,
,203,相続税の税理士,,,現金で持っているよりも不動産を購入した方が良いだとか、相続税を抑えるには墓を買うべきだとか。こういう節税テクを伝授してくれる税理士を紹介してくれる人はいないものか。知り合いにお金持ちがいたら財テクの一つとして優秀な税理士を確保してそうだが、まあネットで調べてみるのもありかな。せっかくブランド品のアクセサリーやカバンを買ってもすぐに飽きて使わなくなる…。あるいはもったいなくて使わないまま流行おくれになってしまったブランド品はブランド買取で現金に買えちゃいましょう。古い型のブランド品でもオシャレな人は上手く使いこなせたりしますし、そういう人の手に渡ることを想像するとちょっとうれしいですよね。 オシャレで便利なバナナクリップがたくさん,1,,税理士の紹介はここで,http://www.zeirisi-viscas.com/,1,0,,
,58,工場の移転,,poster,工場の移転に伴い、古くからいた社員を何人かリストラ解雇しなくてはならなくなった。千代田区の社会保険労務士事務所にいる社労士さんと、事前に退職金等々の話し合いはしておいたので、大きな問題にはなりませんでした。不況だとしかたなく社員を解雇せざるを得ないところも多いですしね。仲間だった社員を手放すのはつらいですが、会社を守るため、社労士と一緒に人事問題と向き合っていくつもりです。なかなか億単位の相続をする家庭というのは限られてきますが、相続税は税理士に任せておけば安心ですよ。少なくとも税理士を雇うことで余計な税金を支払うってことはありませんし、書類不備で何度も税務署に顔を出す手間もない。相続で厄介なのはこういった財産に関連する書類作成ですが、ミスなくしかも相続税も節税できる方法と言ったら税理士に頼むほかありません。,1,,優良な税理士はこちら,http://www.zeirisi-viscas.com/,1,0,,
,56,リストラをしないために,,money,"工場の移転に伴い、古くからいた社員を何人かリストラ解雇しなくてはならなくなった。千代田区の社会保険労務士事務所にいる社労士さんと、事前に退職金等々の話し合いはしておいたので、大きな問題にはなりませんでした。不況だとしかたなく社員を解雇せざるを得ないところも多いですしね。仲間だった社員を手放すのはつらいですが、会社を守るため、社労士と一緒に人事問題と向き合っていくつもりです。
なかなか億単位の相続をする家庭というのは限られてきますが、相続税は税理士に任せておけば安心ですよ。少なくとも税理士を雇うことで余計な税金を支払うってことはありませんし、書類不備で何度も税務署に顔を出す手間もない。相続で厄介なのはこういった財産に関連する書類作成ですが、ミスなくしかも相続税も節税できる方法と言ったら税理士に頼むほかありません。",1,,税理士の紹介はここで,http://www.zeirisi-viscas.com/,1,0,,
,55,相続する人,,biz,私の親戚もほとんど年寄りばかりになってしまい、お正月にみんなで話をしたときも不動産相続のことばかりでしたね。どこの税理士が不動産の相続税に強いだとか、金持ちの友人はほとんど税金で持っていかれたなんてことを一日中。それはそれで盛り上がったし、不動産相続は近いうちに考えておかなければならない問題だったからね。まだ税理士事務所に相談をしたわけではないが、図書館で本を借りてきたりして遺産相続について勉強中です。投資ってやり始めるとどんな些細な情報でも敏感に反応してしまいますよね。僕がやっている投資はFXや株ではなくて売りアパートをメインとした不動産系。儲けたいのならでっかく不動産投資をするのが一番賢いですよ。まったく知識のない状態で始めた時は不安で、首を吊る一歩手前までいくかと思いましたが、ラッキーが続いて大勝利。これも普段からの信心のおかげというやつでしょうね。,1,,優良な税理士はこちら,http://www.zeirisi-viscas.com/,1,0,,
,19,コサックダンスの服,,live,趣味でコサックダンスをやっておりますが、ダンス衣装の卸と関係があって、大会用の衣装を売ってもらっています。衣装代だけで200万円は使ったのではないかと思います。練習用とそこそこの大会用、そしてまだ一度しか着ていない全国大会用のダンス衣装。しかし衣装の方にばかりお金を掛けていたせいか、ダンスの方はさっぱりなんですね。寒い日はいくら掛布団をしても寒い…。もっと分厚いふとんが欲しいなと考えた末、マットレスを掛布団にすればいいのでは？という天才的な発想が生まれた。早速やってみたのだが、かなり重い。呼吸ができないくらいに重い。そりゃそうですね。マットレスは下に敷くものであって、人の上にかぶせるようなものではないんです。苦しいので出ようとしたが、案外重くて出られなくなってしまった。もう一週間くらいしますがそろそろ疲労も限界ですよ。,1,,ベリーダンスの衣装はこちら,http://garam2.com/,1,0,,
,18,コスプレ衣装,,cosmetic,人気のコスプレ衣装の通販サイトです。スプレはハロウィンだけじゃなくて、冬は使う機会が多いですね。クリスマスパーティーや忘年会など、宴会が多いですから。そこで、カワイイもしくは面白い衣装を来て、みんなを笑わせたい人の強い味方です。アゴがあと30センチ長かったら最強の武器になるのに…人間の顔はまさしく武器そのもの！美容外科にやってくる方はみなさん自分にとって最強の武器を求めてやってくる人たちばかり。向上心の塊のような人たちですよ。私も二重瞼にプチ整形してもらってからは性格も明るく前向きになりましたし、もちろん恋人もトロール漁並みに大漁でした。,1,,人気のベリーダンス衣装,http://garam2.com/,1,0,,
,17,健康に美しく,,collect,風邪などの病気になったら病院行きますよね。それは肌も同じで、ニキビ・シミなどの悩みがある人は皮膚科に行きます。皮膚科でもらった薬を濡れ場100％とまでは言いませんが、99％ぐらいまでは治すことができると思われます。皮膚科は、ニキビ・シミだけでなく、しわ・たるみなどの解消などの老化を改善してくれる、とても嬉しい場所です。皮膚科といえば、女性専用はないのに、男性専用はありますよね。世の中では、女性＝皮膚科(美容など)と、考えられていると推測し、男性でも入りやすい場所を作りたいと思い男性専用ができたのだと考えられます。男性の場合、ニキビ・シミなどは一緒なのですが、ヒゲ・髪の毛関係など受け付けているようです。女性と男性では、同じ部分が多く、違うとことは、ヒゲぐらいでしょうか？？痩せたいならベリーダンス衣装を購入して家ではそれを着てみていては如何でしょうか？,1,,ベリーダンスの衣装はこちら,http://garam2.com/,1,0,,
,203,安く衣装ゲット,,,毎日毎日美容対策をしているあなた！！　「実は、そのケアが間違っているかもしれない」ということで、今後間違ったケアをしないためにも正しいケア方法を覚えましょう。全身のケアですが、お手入れは顔だけしかやっていないという方いませんか？？顔だけケアしていると、顔はピチピチでいい感じですが、下半身はカピカピで徐々に老化していく傾向がでてくるでしょう。なのでボディクリームなど体に塗ることも大切です。ジム通いで化粧をしたまま運動している方が、一人や二人はいるでしょう。汗は、毛穴から出てくるので、化粧をしたまま運動していると、バクテリアが閉じ込められ「ニキビ」ができてしまうかもしれません。運動するときにはスッピン・日焼け止めのみにしましょう。朝や日常でも良いのですが、目をゴシゴシとこすっていませんか？目のまわりの肌は敏感なので、ごしごじこすると、目の周りに炎症ができたりして、目元クリームも効かなくなる場合があるので注意してください。脂肪注入をして、胸を大きくしようと思いましたが、確実に大きくなるというものではないそうです。いくら自分の脂肪だといっても、それだから自分にはいいということはありません。そもそも、その脂肪を取り除いて、また使おうというのが都合がよすぎたのかもしれません。ただ、施術するにあたってお金を払っているのだから、もう少し頑張ってもらいたいものです。脂肪が胸に着床するのは、５０％から６０％くらいといわれています。脂肪の大半は、体の組織に吸収されてしまい、消えてしまうそうです。そんな簡単に消えるなら、最初からおなか周りに溜まってほしくないものですが、残念ながら気が付くと溜まってしまいます。一回の脂肪吸引で相当の量を取ってしまうため、そう何度も脂肪注入を受けることはできません。お金の問題もあるのです。それでもなお脂肪注入を受けたいのは、やはり私のように胸の大きさが満足できないからなのでしょうか。それとも、脂肪吸引のおまけに、一緒にやってしまっているのでしょうか。趣味のダンスは楽しいけれど太っているのでベリーダンス衣装のような衣装を着るのが憂鬱だったりします,1,,人気のベリーダンス衣装,http://garam2.com/,1,0,,
,181,カラコンも衣装,,,コンタクトは、目が悪い人(度入り)がつけたり、カラーコンタクト(度入り・コスプレなど)をつけたりするなど、個人的に必要なことがある方が使います。メガネ・コンタクトは一時的に見えるようにしただけの状態なので視力が回復するわけではありません。しかし、視力が回復する素晴らしいコンタクトがあることを知りました。寝る前につけるだけで次の日には視力が回復しているというコンタクトみたいです。普通ならば視力回復は、手術をするかorブルーベリーなどの食品を食べるかの選択になります。目に良い食べ物を食べて視力が良くなるかというと効果があるのかわかりませんが、0.1ぐらいは回復しているのでしょう。しかし、この寝るまえにコンタクをつけて寝るだけで視力が回復するのならば毎日でもつけて回復させようと頑張るかたが多くいるはずです。値段は、ちょっと高めですが、コンタクト・メガネをあまりかけたくないという方には、良いと思われる品物です。今まで運動をしてこなかった自分でしたがベリーダンス衣装を見てからその世界に魅せられてしまいました。今は着こなすために減量中です！,1,,ベリーダンスの衣装はこちら,http://garam2.com/,1,0,,
,177,ハロウィン衣装は,,,ﾊﾞﾌﾞﾘｰファッションをさりげなく取り入れている彼氏はなかなかセンスが良い。そんな彼氏の誕生日プレゼントには、かつて一世を風靡した肩パッドをプレゼント。最初は十字架とかドクロのシルバーアクセサリーがいいかな？なんて考えもしたんだけど、それってあまりにも冒険を知らなすぎるでしょ。だから今年の彼氏への誕生日プレゼントには変わったものをプレゼントしたというわけです。ダンスだったら何でも好きで、タップダンスに社交ダンス、今はやりのリンボーダンスまで色々やりました。親戚にダンス衣装の卸やってるおじさんがいるから、リンボーダンスの大会があった時はカッコイイ衣装を着て参加しました。ダンス衣装ってデザインが非常に重要ですが、動きやすさも考慮されている必要がある。動きを阻害しないで、かつデザイン性に優れたものってそんなに数があるわけではないんですね。５年くらい前からキャバドレスの卸をやっているけれど、意外とおじさんがキャバドレスを買っていきます。しゃべり方もあっち系だし、服装もとってもオシャレで決まっている。いわゆるオネェ系なのですが、彼らのファッションにかける情熱はいったいどこから来るのだろうか。肌もめっちゃきれいだし、なんともよくわからないタイプの人種ですよね。知識も豊富で、アパレル業界でそれなりに長い私よりも流行に詳しい。,1,,人気のベリーダンス衣装,http://garam2.com/,1,0,,
