Blog.id,Blog.category_id,Blog.design_id,Blog.genre_id,Blog.name,Blog.sitename,Blog.title,Blog.description,Blog.ip,Blog.domain,Category.name,Design.name
206,2,116,23,アメーバ [不動産] 123 ① tantei-park.com,,住宅販売会社について,"""断熱塗料",大規模修繕,"フロアコーティングで損しないための物件を探そう|当サイトは満足度の高い不動産を集めた不動産ポータルサイトです。""",アメーバ,アメーバ [オフィス] 123-601 royaljelly-land.com
205,2,1,25,アメーバ [家庭] 123 ① locoloco-bag.asia,,葬儀のなぜなに,葬儀？お墓…？相続はどうすればいいの…？そんな貴方の疑問にお答えします！,69.93.106.2,http://locoloco-bag.asia/,アメーバ,アメーバ
204,2,1,25,アメーバ [家庭] 123 ⑥ i-omajinai.info,,フリマ奮闘記,フリマことフリーマーケットでいかに稼ぐかを考えている主婦が生息しています。,69.93.115.2,http://i-omajinai.info/,アメーバ,アメーバ
203,2,1,24,アメーバ [アパレル] 123 kyaba-gogo.xyz,,お洒落ファッションとは,当サイトは綺麗になりたい女の子のためのビューティ総合サイトです。今回はについて詳しく書きました！！,67.18.1.112,http://kyaba-gogo.xyz/,アメーバ,アメーバ
202,3,2,1,アメJ [美容] 203-A ① sekken-way.com,,美容あるある,可愛い物が大好きな乙女風日記です。他の方の整形・豊胸などの体験談から美容と健康まで幅広く取り扱っています。,65.75.132.203,http://sekken-way.com/,アメJ,アメJ
201,2,1,1,アメーバ [医療] 123 ① dental-fan.asia,,医療業界の本音,医療業界に長年務めて思ったことや考えたことを書いていきます,69.93.65.4,http://dental-fan.asia/,アメーバ,アメーバ
200,2,117,1,アメーバ [医療] 123 ② kyuujin-house.info,,体を内側から治す！,よくわからないけれど、体がだるい…こんな症状、誰しもありますよね？実はこれ、内側から治していけるんです！,70.87.22.14,http://kyuujin-house.info/,アメーバ,アメーバ [医療] 123-901 kyuujin-place.com
199,2,1,2,アメーバ [アダルト] 1301-A ③ hoteheru-night.co,,どき★きゃば！,キャバクラに行った時の、キャバ嬢との何とも言えない甘い駆け引きを楽しむ日記。最後は落としたほうが勝ちぃ！,149.47.161.146,http://hoteheru-night.co/,アメーバ,アメーバ
198,2,1,2,アメーバ [アダルト] 1301-A ④ sukisuki-fuzok.info,,ドキドキ風俗体験記,今まで一度も風俗にいったことがなく、かつモテないという冴えない男の三重苦難を乗り越えた話。,149.47.144.157,http://sukisuki-fuzok.info/,アメーバ,アメーバ
197,2,1,2,アメーバ [アダルト] 1301-A ⑤ sukisuki-kyaba.asia,,風俗ノ世界,華々しい風俗業界も裏では色々とある…そんなアングラな情報をこっそり配信している風俗の裏サイトです。,149.47.128.130,http://sukisuki-kyaba.asia/,アメーバ,アメーバ
196,2,1,2,アメーバ [アダルト] 1301-A ⑥ sukisuki-soap.info,,ハッピー風俗ライフ♪,風俗にいくようになってから自分に自信がついて、生活が楽になった奴の話。,149.47.112.140,http://sukisuki-soap.info/,アメーバ,アメーバ
195,2,1,2,アメーバ [アダルト] 1301-A ⑦ fuzoku-gogo.co,,キャバクラへ行こう！,キャバクラにいけば人生が変わる！今までを暗く生きてきたそこのあなた！今こそキャバクラで人生をバラ色に！,149.47.98.149,http://fuzoku-gogo.co/,アメーバ,アメーバ
194,2,1,2,アメーバ [アダルト] 1301-A ⑧ fuzoku-research.xyz,,大物ホストへの道,かつて一流ホストと呼ばれていた流星の一流ホスト講座,149.47.75.138,http://fuzoku-research.xyz/,アメーバ,アメーバ
193,2,1,2,アメーバ [アダルト] 1301-A ⑨ fuzokudaisuki.co,,キャバ嬢集まれ！,色々なお店でキャバ嬢のアシスタントをしていた僕がキャバクラ界を切る！,149.47.38.145,http://fuzokudaisuki.co/,アメーバ,アメーバ
192,2,1,2,アメーバ [アダルト] 1301-A ⑩ soap-night.xyz,,桃色デリヘル,灰色の生活から抜け出すために毎夜毎夜きらきらネオンが光るデリヘルに通っています。,149.47.2.137,http://soap-night.xyz/,アメーバ,アメーバ
191,2,1,2,アメーバ [アダルト] 1301-A ⑪ fuzoku-night.asia,,夜のお仕事集合！,夜のお仕事についての実情を赤裸々に語っています。夜遊びで大変なこともあれば楽しいことも沢山！夜のお仕事を体験してみませんか？,129.121.235.47,http://fuzoku-night.asia/,アメーバ,アメーバ
190,2,1,2,アメーバ [アダルト] 1301-A ⑫ kyaba-night.info,,ソープ★ニャンダフル！,一日に一回はソープに通わないと、そわそわしてしまうソープ狂いの戯言日記です,129.121.79.183,http://kyaba-night.info/,アメーバ,アメーバ
189,2,114,12,アメーバ [オフィス] 123 ① kashiteyo-cars.asia,,オフィスグッズが大好きで,シンプルだけど使い勝手の良いオフィスグッズのあれこれを語ってます。,67.18.39.8,http://kashiteyo-cars.asia/,アメーバ,アメーバ [オフィス] 123-401 konkatsu-land.com
188,2,114,12,アメーバ [オフィス] 123 ② cute-e-fashion.info,,恋愛のお仕事,いつまでも綺麗な女性でいたいから仕事も恋愛もがんばるバリバリの人間を目指しています,69.56.238.7,http://cute-e-fashion.info/,アメーバ,アメーバ [オフィス] 123-401 konkatsu-land.com
187,2,114,12,アメーバ [オフィス] 123 ③ dokidokinight-date.co,,オフィグッズの調べ,今では無くてはやっていけないアイデアグッズの生まれた瞬間をピックアップ,69.93.82.27,http://dokidokinight-date.co/,アメーバ,アメーバ [オフィス] 123-401 konkatsu-land.com
186,2,114,12,アメーバ [オフィス] 123 ④ gekimuzu-saimu.xyz,,どたばたオフィス日記,恋に仕事にお洒落に大忙しの日々を書いてます。特にオフィスに関することには経理をやっているので書くこと多いかもです。,70.85.18.13,http://gekimuzu-saimu.xyz/,アメーバ,アメーバ [オフィス] 123-401 konkatsu-land.com
185,2,114,12,アメーバ [オフィス] 123 ⑤ kiss-marry.asia,,奮闘！OL女子.com,都内のオフィスでバリバリ働くかっこいい系（自称）OL女子のブログ。仕事で困っていることや対処法について書き綴っています,69.93.154.30,http://kiss-marry.asia/,アメーバ,アメーバ [オフィス] 123-401 konkatsu-land.com
184,2,1,1,アメーバ [医療] 202-A ⑫ seikei-kowakunai.xyz,,美容整形の全て,美人な友達が整形をしてから、整形中毒になってしまった話。とても恐ろしいのでこっそりまとめています。,65.75.131.188,http://seikei-kowakunai.xyz/,アメーバ,アメーバ
183,2,1,1,アメーバ [医療] 202-A ③ nikibi-location.co,,ニキビ改善サイト,ニキビが憎くて仕方がない…！どうしてもできてしまうニキビへの対処法とできないようにする食生活を試しています。,65.75.130.215,http://nikibi-location.co/,アメーバ,アメーバ
182,2,1,2,アメーバ [アダルト] 123 ① kurumakaitori-fan.xyz,,集まれ！風俗情報！,当サイトは綺麗になりたい女の子のためのビューティ総合サイトです。綺麗になりたい人、必見！,69.93.37.9,http://kurumakaitori-fan.xyz/,アメーバ,アメーバ
181,2,1,1,アメーバ [医療] 202-A ⑨ lasik-road.asia,,レーシックを使いこなすための手術,視力は戻らないけれど、回復させることができる！レーシックで手に入れた世界はとっても綺麗で感激です！！！,65.75.129.210,http://lasik-road.asia/,アメーバ,アメーバ
180,2,1,1,アメーバ [医療] 202-A ⑩ shiroi-ha-implant.info,,インプラントで若返った話,インプラントは金属を歯茎に埋め込むため、リスクが高いように思います。それでもインプラントにするととっても可愛くなるんですよ,65.75.128.221,http://shiroi-ha-implant.info/,アメーバ,アメーバ
179,2,1,1,アメーバ [医療] 202-A ④ haisha-club.xyz,,おすすめの歯医者さん,どんな歯医者さんが良い歯医者さんなのでしょうか…歯科衛生士の自分が決めている基準をここにかきます！,64.247.191.162,http://haisha-club.xyz/,アメーバ,アメーバ
178,2,1,1,アメーバ [医療] 202-A ⑥ mastsugeekusute-suki.info,,まつエクの重要性について,まつエクは眼を大きくみせるための必須アイテム！！黒目をでっかくしてくれて、とっても可愛いキュートな妖精さん！,64.247.190.150,http://mastsugeekusute-suki.info/,アメーバ,アメーバ
177,2,1,1,アメーバ [医療] 202-A ⑧ supplement-health.xyz,,健康美味しいサプリメント,サプリメントをとっていると体調がとっても良くなりますよね！！！おすすめのサプリメントをみてちょーだい！,64.247.189.170,http://supplement-health.xyz/,アメーバ,アメーバ
176,2,1,1,アメーバ [医療] 202-A ⑤ koutsuujiko-naosu.asia,,交通事故で動かない足を…,交通事故になってから足がうごかなってしまったけれど、整体にいくことでどんどん改善していったリハビリマスターのブログ,64.247.188.159,http://koutsuujiko-naosu.asia/,アメーバ,アメーバ
175,2,1,1,アメーバ [医療] 202-A ⑦ kotsubankyousei-slim.co,,背筋をよくするダイエット,"""美しくありたいけれど、生活をしていくうちにどんどんと体のバランスは崩れてしまう。",,,アメーバ,アメーバ
174,2,1,1,アメーバ [医療] 202-A ⑪ dekame-eye.co,,デカ目コンタクト通販,デカ目を作るためにデカ目コンタクト専用の通販サイトをたちあげようとしてて右往左往しています。。。,64.247.186.171,http://dekame-eye.co/,アメーバ,アメーバ
173,2,110,20,アメーバ [学校] 204-A ⑩ rakuchin-school.co,,エンジョイマネー！,どんな音よりもお金のちゃりちゃりする音には変えられません！素敵な音を聞きたいために今日も頑張ります！！！,65.75.152.176,http://rakuchin-school.co/,アメーバ,アメーバ [学校] 123-306 haken-street.com
172,2,110,20,アメーバ [学校] 204-A ⑦ tensyokuno-michi.xyz,,転職するために資格準備！,転職するために働きながら資格取得を目指しているしがないサラリーマンのはきだめです,65.75.151.173,http://tensyokuno-michi.xyz/,アメーバ,アメーバ [学校] 123-306 haken-street.com
171,2,110,20,アメーバ [学校] 204-A ⑪ koe-gakkou.xyz,,専門学校のステキな話,専門学校に通ってから、仲間が出来て一緒にゴールを目指した青春時代を忘れないように書き留めています。,65.75.150.172,http://koe-gakkou.xyz/,アメーバ,アメーバ [学校] 123-306 haken-street.com
170,2,110,20,アメーバ [学校] 204-A ⑥ english-communication.co,,グローバルなお仕事,昔から英語が好きだった私がグローバルなアルバイトに飛び込んでいく冒険譚,65.75.149.175,http://english-communication.co/,アメーバ,アメーバ [学校] 123-306 haken-street.com
169,2,1,20,アメーバ [学校] 204-A ⑭ pimple-juku.co,,塾帰りのひと時,毎日の塾通いの中で見つけた、楽しい勉強方法を書いていきます。,65.75.148.162,http://pimple-juku.co/,アメーバ,アメーバ
168,2,110,20,アメーバ [学校] 204-A ⑨ arbeit-time.info,,学生のお仕事,簡単な仕事なんてものはない…どんな仕事も難しい…でもやってみたら結構充実してしまう！不思議な縁をご堪能あれ！,65.75.147.168,http://arbeit-time.info/,アメーバ,アメーバ [学校] 123-306 haken-street.com
167,2,110,20,アメーバ [学校] 204-A ⑧ kashikokunaru.asia,,就職を少しでも楽にするために,世の中は実力主義、頭の良い大学に入るために奮起させるため書いていっています,65.75.146.162,http://kashikokunaru.asia/,アメーバ,アメーバ [学校] 123-306 haken-street.com
166,2,110,20,アメーバ [学校] 204-A ⑮ ibunka-eikaiwa.xyz,,大学生活に憧れて,大学生となって自由な時間となりましたが、退屈なので色々なことをしてみるブログ,65.75.145.173,http://ibunka-eikaiwa.xyz/,アメーバ,アメーバ [学校] 123-306 haken-street.com
165,2,110,20,アメーバ [学校] 204-A ⑫ recruit-works.asia,,バイト戦士のメモ帳,バイトリーダーとして日々、お店の回転率をあげているノウハウやその心意気を書いていくぜ！！,65.75.144.175,http://recruit-works.asia/,アメーバ,アメーバ [学校] 123-306 haken-street.com
164,2,110,20,アメーバ [学校] 204-A ⑬ haken-no-shigoto.info,,アルバイトネットワーク,お金に困らないようにアルバイトっしょ！でもなかなかいい仕事が見つからない…そんな貴方におすすめの情報を提供します,65.75.143.174,http://haken-no-shigoto.info/,アメーバ,アメーバ [学校] 123-306 haken-street.com
163,2,109,20,アメーバ [学校] 123 ① pretty-pets.info,,未来スクールライフ,今年に入って女子高生になった私の、未来スクールライフ日記。今日よりも明日がちょっぴりいい日になるように未来日記を書いています。,67.18.124.6,http://pretty-pets.info/,アメーバ,アメーバ [学校] 123-305 pet-field.com
162,2,108,20,アメーバ [学校] 123 ② ouchi-fudousan.co,,学校マニアコラム,人生で一番のっている学生たちを陰ながら応援するサイト。受験情報についてアップしていきます。,70.85.6.3,http://ouchi-fudousan.co/,アメーバ,アメーバ [学校] 123-304 fudousan-field.com
161,2,118,2,アメーバ [アダルト] 123 ② kinkaitori-bag.asia,,風俗で働く秘訣,やっぱり綺麗になるには風俗が必須！｜当サイトは綺麗になりたい女の子のためのビューティ総合サイトです。今回はについて詳しく書きました！！,69.93.196.9,http://kinkaitori-bag.asia/,アメーバ,アメーバ [アダルト] 123-1001 kinkaitori-place.com
160,2,107,20,アメーバ [学校] 123 ③ byebye-home.xyz,,タイトル,ディスクリプション,67.18.68.9,http://byebye-home.xyz/,アメーバ,アメーバ [学校] 123-303 hikkoshi-field.com
159,2,115,13,アメーバ [税理] 123 ⑥ kashioffice.asia,,詳しく税理士ネット,会計とか税理士とかよくわからない…でもこれってとても損していますよ！!税理士回りを勉強していると、いざというときに損することがないですよ！,69.56.185.7,http://kashioffice.asia/,アメーバ,アメーバ [オフィス] 123-501 rentaloffice-land.com
158,2,98,1,アメーバ [美容] 123 ② water-favorite.co,,美魔女の囁き,永遠の美しさを人生のテーマとして、日々美容に対して取り組んでいます。その時の効果や感想を書いていきます。,67.18.81.5,http://water-favorite.co/,アメーバ,アメーバ [美容] 123-105  waterserver-square.com
157,2,106,0,アメーバ [学校] 123 ④ ichigoichie.asia,,やっぱり勉強が好き！,いい大学に入りためには、質の良い勉強が必須です。私は幼い頃から学習することが大好きでしたが、その学習方法をメモ書きしています。,67.18.7.13,http://ichigoichie.asia/,アメーバ,アメーバ [学校] 123-302 deai-field.com
156,2,115,13,アメーバ [税理] 123 ⑤ karimonoservers.xyz,,会社設立で損しない！コラム,会社を設立することになったら、色々な手続きが必要になってきますね。そんなときあたふたしないためにも税理士について勉強をしておきましょう！,67.18.94.2,http://karimonoservers.xyz/,アメーバ,アメーバ [オフィス] 123-501 rentaloffice-land.com
155,2,105,0,アメーバ [学校] 123 ⑤ hossori-bijin.info,,浪人日記,いい大学に入りたい…それだけを糧に日々努力を重ねています。辛いことも沢山あるので、受験や勉強のストレスをここに吐き出しています。,67.18.70.5,http://hossori-bijin.info/,アメーバ,アメーバ [学校] 123-301 diet-field.com
154,2,115,13,アメーバ [税理] 123 ④ yasuraginosato.co,,お金稼ぎアンダーグラウンド,"""お金稼ぎは何も、お金をうみだすことだけじゃあない。作ったお金がでていくのを最小限に食い止めることだって可能です。そんな知られざる裏技をひっそり後悔しています…。",,,アメーバ,アメーバ [オフィス] 123-501 rentaloffice-land.com
153,2,115,13,アメーバ [税理] 123 ③ engagement-meeting.info,,大金持ちを目指して…,大金持ちになりたいのですが、そのためにはお金の流れをしらなければなりません。当サイトはお金が大好きな管理人のお金荒稼ぎメモがしるしてあります。,69.93.149.6,http://engagement-meeting.info/,アメーバ,アメーバ [オフィス] 123-501 rentaloffice-land.com
152,2,115,13,アメーバ [税理] 123 ② banban-copy.asia,,憧れの税理士.com,会社設立で一番に相談したいのが、設立の資金ですよね。会社設立はどの時代でも必ず行われているので、そういう食いっぱぐれない税理士の仕事が大好きです。税理士になるために勉強し,69.93.138.2,http://banban-copy.asia/,アメーバ,アメーバ [オフィス] 123-501 rentaloffice-land.com
151,2,115,13,アメーバ [税理] 123 ① yasashii-implant.xyz,,相続ノウハウ,父がなくなってから、数ヶ月…父がいなくなってしまった悲しみもさることながら家やお金の相続で揉め始めています。この複雑なシステムについてと相続疲れを癒やすための吐き出しブロ,70.85.130.27,http://yasashii-implant.xyz/,アメーバ,アメーバ [オフィス] 123-501 rentaloffice-land.com
150,4,3,32,J [-] 201-A ③ travelling-lover.xyz,,青春学校物語,学校の出来事とか書いてます。将来の夢に近づくべく金融のこと、不動産のこと…沢山の業界について研究しています。,64.247.185.156,http://travelling-lover.xyz/,J,J
149,4,3,32,J [-] 201-A ④ privacymark-club.asia,,現在の金融事情について,クレジットで覚えておくべきことを書いています。ブライダルとか生活する上で欠かせない裏情報とかもメモ書きしています。,64.247.184.163,http://privacymark-club.asia/,J,J
148,4,3,32,J [-] 201-A ② fudousan-land.co,,ファッション業界のあるある,ジャンル様々なごちゃまぜ日記です！ファッションとか大好きだけどほかにも学校のこととかはまっているリサイクルのこととかその時によって書くこと変わります,64.247.183.154,http://fudousan-land.co/,J,J
147,4,3,32,J [-] 201-A ⑩ biyouseikei-land.co,,結婚式の実情,華やかな結婚式に潜む裏事情についてコラムしております。新婚さんの好きな美容液とか知っておいて損はないクレジット情報などジャンルは様々！,64.247.182.172,http://biyouseikei-land.co/,J,J
146,4,3,32,J [-] 201-A ⑤ haken-job.info,,引っ越しするなら,引越しするのに必要な物とかをまとめました。不動産から始まって税理士・ファッションなんかもコラムにしています。,64.247.181.170,http://haken-job.info/,J,J
145,4,3,32,J [-] 201-A ⑥ viagra-mania.co,,オフィス用品マニアです,日々の愚痴とか書いてます。オフィス周りの赤裸々日記かもしれません。,64.247.180.144,http://viagra-mania.co/,J,J
144,4,3,32,J [-] 201-A ⑦ awa2bath.xyz,,子供に会いたい,色々な所を旅行していた旅行日記。美容とかオフィスとか、役立つ情報を発信していっています。,64.247.179.175,http://awa2bath.xyz/,J,J
143,4,3,32,J [-] 201-A ⑧ shiwa-byebye.asia,,税理士の裏側について,私のロマンが詰まった思い出日記サイト。税理士の事をよく調べていますが他にも美容系とか沢山記事あります。,64.247.178.169,http://shiwa-byebye.asia/,J,J
142,2,104,7,アメーバ [結婚] 123 ② offimove.xyz,,大好きなオシャレグッズ日誌,結婚式じゃなくても白いブーケやティアラ、カラコン…自分を着飾れるグッズが大好きでついつい集めちゃっています。そんなこんなの自己満足・自慢ブログ,67.18.127.5,http://offimove.xyz/,アメーバ,アメーバ [結婚] 123-205 officeiten-square.com
